539,"4/5/2002,16:41:59",picked up,in transit,175
540,"6/13/2014,13:58:01",picked up,in transit,188
541,"4/6/2006,13:36:52",picked up,in transit,129
542,"9/25/2003,9:04:51",picked up,in transit,43
543,"1/1/2005,10:13:46",picked up,in transit,31
544,"10/18/2017,8:46:08",picked up,in transit,18
545,"11/17/2015,13:15:46",picked up,in transit,140
546,"9/17/2013,12:35:55",picked up,in transit,20
547,"4/4/2003,14:12:12",picked up,in transit,109
548,"10/13/2004,15:37:16",picked up,in transit,175
549,"7/22/2006,14:51:21",picked up,in transit,29
550,"5/2/2009,11:59:56",picked up,in transit,189
551,"9/13/2009,9:01:42",picked up,in transit,135
552,"6/19/2010,10:33:46",picked up,in transit,149
553,"6/13/2005,9:59:14",picked up,in transit,160
554,"11/24/2003,11:36:08",picked up,in transit,63
555,"12/16/2008,16:01:59",picked up,in transit,20
556,"9/2/2007,16:10:42",picked up,in transit,130
557,"11/3/2001,15:18:55",picked up,in transit,45
558,"9/20/2005,10:27:39",picked up,in transit,105
559,"10/3/2010,16:17:33",picked up,in transit,47
560,"11/17/2018,16:57:36",picked up,in transit,103
561,"4/26/2015,16:11:09",picked up,in transit,145
562,"1/23/2010,13:17:32",picked up,in transit,5
563,"1/25/2005,12:34:40",picked up,in transit,107
564,"6/9/2017,12:03:30",picked up,in transit,106
565,"4/27/2006,11:52:55",picked up,in transit,124
566,"5/2/2017,8:14:40",picked up,in transit,116
567,"12/7/2002,10:05:45",picked up,in transit,178
568,"8/15/2017,10:52:04",picked up,in transit,143
569,"10/22/2016,11:16:50",picked up,in transit,130
570,"2/21/2007,12:26:39",picked up,in transit,69
571,"11/8/2009,10:47:15",picked up,in transit,160
572,"6/17/2003,16:51:56",picked up,in transit,113
573,"8/1/2018,12:44:16",picked up,in transit,3
574,"5/29/2004,15:40:04",picked up,in transit,63
575,"8/26/2007,10:45:00",picked up,in transit,184
576,"1/27/2016,10:25:27",picked up,in transit,147
577,"10/20/2017,9:24:37",picked up,in transit,188
578,"1/5/2012,12:06:01",picked up,in transit,194
579,"5/18/2016,15:31:36",picked up,in transit,83
580,"3/31/2006,10:51:07",picked up,in transit,97
581,"4/13/2015,12:11:30",picked up,in transit,190
582,"4/4/2010,11:19:54",picked up,in transit,151
583,"6/24/2006,10:41:58",picked up,in transit,128
584,"7/7/2011,8:41:50",picked up,in transit,29
585,"10/2/2003,9:44:59",picked up,in transit,195
586,"12/25/2003,16:58:23",picked up,in transit,62
587,"3/12/2016,15:23:54",picked up,in transit,41
588,"12/10/2001,13:11:15",picked up,in transit,147
589,"12/18/2001,9:14:34",picked up,in transit,153
590,"10/25/2006,15:00:33",picked up,in transit,154
591,"6/24/2009,14:00:45",picked up,in transit,199
592,"3/9/2013,10:23:37",picked up,in transit,152
593,"12/11/2012,11:53:32",picked up,in transit,25
594,"2/14/2018,9:08:40",picked up,in transit,9
595,"12/29/2006,10:29:56",picked up,in transit,52
596,"8/5/2003,11:05:35",picked up,in transit,33
597,"4/25/2012,16:30:47",picked up,in transit,198
598,"7/1/2008,10:30:49",picked up,in transit,72
599,"10/28/2004,8:39:15",picked up,in transit,136
600,"12/25/2000,15:44:13",picked up,in transit,118
601,"3/4/2001,9:14:44",picked up,in transit,183
602,"6/24/2008,11:26:50",picked up,in transit,122
603,"12/16/2005,12:36:49",picked up,in transit,160
604,"4/2/2002,14:31:57",picked up,in transit,183
605,"9/13/2001,12:49:41",picked up,in transit,9
606,"3/12/2008,15:43:16",picked up,in transit,102
607,"11/17/2010,11:52:44",picked up,in transit,190
608,"11/10/2004,8:23:02",picked up,in transit,184
609,"12/17/2004,8:14:53",picked up,in transit,133
610,"3/17/2012,11:34:13",picked up,in transit,141
611,"1/13/2011,16:28:28",picked up,in transit,51
612,"10/10/2004,13:31:27",picked up,in transit,16
613,"1/31/2010,16:41:48",picked up,in transit,193
614,"6/19/2012,10:05:31",picked up,in transit,109
615,"10/2/2006,8:14:01",picked up,in transit,100
616,"10/10/2012,9:45:05",picked up,in transit,200
617,"6/29/2013,13:35:06",picked up,in transit,113
618,"12/7/2012,11:47:47",picked up,in transit,86
619,"6/2/2001,10:15:28",picked up,in transit,125
620,"4/19/2015,15:34:05",picked up,in transit,175
621,"1/14/2001,16:29:01",picked up,in transit,99
622,"11/4/2004,9:07:36",picked up,in transit,118
623,"6/10/2008,16:38:20",picked up,in transit,3
624,"3/14/2011,11:17:58",picked up,in transit,27
625,"12/23/2016,9:41:40",picked up,in transit,28
626,"2/21/2001,9:07:20",picked up,in transit,10
627,"2/7/2014,11:05:40",picked up,in transit,50
628,"11/7/2004,8:27:01",picked up,in transit,105
629,"5/29/2001,8:07:26",picked up,in transit,78
630,"11/29/2004,12:16:40",picked up,in transit,2
631,"10/26/2003,10:45:31",picked up,in transit,131
632,"2/25/2012,10:56:16",picked up,in transit,17
633,"5/8/2017,8:20:56",picked up,in transit,32
634,"12/12/2008,10:10:17",picked up,in transit,56
635,"1/25/2018,16:30:43",picked up,in transit,183
636,"2/12/2017,9:17:57",picked up,in transit,44
637,"8/10/2009,8:45:15",picked up,in transit,63
638,"5/28/2018,10:55:43",picked up,in transit,13
639,"1/18/2005,12:09:38",picked up,in transit,165
640,"1/22/2018,15:09:56",picked up,in transit,82
641,"12/24/2000,13:18:34",picked up,in transit,31
642,"3/28/2004,9:34:47",picked up,in transit,29
643,"6/21/2005,16:45:59",picked up,in transit,132
644,"1/5/2009,16:23:33",picked up,in transit,108
645,"6/2/2006,12:19:57",picked up,in transit,84
646,"9/17/2005,14:31:24",picked up,in transit,84
647,"9/14/2002,15:00:39",picked up,in transit,48
648,"7/19/2018,14:11:52",picked up,in transit,114
649,"7/31/2009,15:50:55",picked up,in transit,105
650,"6/2/2005,10:58:46",picked up,in transit,5
651,"8/30/2006,11:47:17",picked up,in transit,129
652,"9/26/2004,13:57:00",picked up,in transit,159
653,"6/4/2004,12:40:27",picked up,in transit,48
654,"5/19/2014,15:33:40",picked up,in transit,34
655,"6/12/2016,10:24:03",picked up,in transit,188
656,"1/1/2011,12:12:54",picked up,in transit,46
657,"11/23/2016,9:02:40",picked up,in transit,71
658,"5/17/2007,8:38:30",picked up,in transit,105
659,"12/24/2000,14:28:03",picked up,in transit,108
660,"6/16/2001,9:48:38",picked up,in transit,171
661,"6/25/2015,10:54:18",picked up,in transit,60
662,"2/2/2015,16:00:25",picked up,in transit,60
663,"6/17/2002,12:43:52",picked up,in transit,94
664,"8/4/2016,13:12:00",picked up,in transit,56
665,"9/16/2015,16:39:40",picked up,in transit,15
666,"4/5/2005,10:38:58",picked up,in transit,85
667,"7/28/2011,8:22:10",picked up,in transit,97
668,"5/14/2011,15:43:57",picked up,in transit,81
669,"4/8/2001,8:11:57",picked up,in transit,141
670,"10/11/2007,10:13:36",picked up,in transit,135
671,"1/28/2016,13:16:36",picked up,in transit,29
672,"3/10/2002,8:22:48",picked up,in transit,195
673,"1/23/2008,10:22:25",picked up,in transit,80
674,"2/17/2018,16:37:22",picked up,in transit,164
675,"12/15/2006,16:32:49",picked up,in transit,143
676,"3/31/2014,16:44:42",picked up,in transit,189
677,"1/10/2008,11:34:57",picked up,in transit,193
678,"10/30/2008,9:55:44",picked up,in transit,164
679,"4/20/2012,10:13:33",picked up,in transit,78
680,"4/17/2009,15:28:13",picked up,in transit,161
681,"10/29/2003,12:46:17",picked up,in transit,80
682,"1/7/2016,11:18:55",picked up,in transit,21
683,"3/29/2008,14:58:13",picked up,in transit,51
684,"12/24/2017,11:46:02",picked up,in transit,31
685,"6/26/2017,11:24:21",picked up,in transit,38
686,"2/2/2003,8:53:35",picked up,in transit,106
687,"1/2/2006,9:39:43",picked up,in transit,176
688,"12/7/2014,10:31:49",picked up,in transit,192
689,"6/9/2011,9:22:55",picked up,in transit,75
690,"4/25/2008,11:41:31",picked up,in transit,117
691,"2/4/2002,10:50:08",picked up,in transit,59
692,"8/29/2012,12:12:13",picked up,in transit,169
693,"5/5/2007,14:53:46",picked up,in transit,117
694,"9/6/2014,8:14:12",picked up,in transit,107
695,"8/11/2009,9:37:35",picked up,in transit,60
696,"12/19/2008,9:07:27",picked up,in transit,127
697,"7/26/2014,11:38:17",picked up,in transit,96
698,"3/20/2003,8:12:19",picked up,in transit,119
699,"11/27/2017,15:37:23",picked up,in transit,53
700,"12/16/2014,11:53:30",picked up,in transit,178
701,"8/25/2014,12:25:08",picked up,in transit,173
702,"2/16/2006,13:29:17",picked up,in transit,171
703,"8/21/2006,8:21:26",picked up,in transit,57
704,"4/9/2012,10:54:33",picked up,in transit,43
705,"10/27/2012,9:49:30",picked up,in transit,105
706,"8/27/2010,9:30:41",picked up,in transit,24
707,"7/26/2013,14:26:07",picked up,in transit,168
708,"10/19/2016,12:09:42",picked up,in transit,48
709,"10/27/2011,9:13:17",picked up,in transit,178
710,"9/20/2011,16:02:34",picked up,in transit,133
711,"12/15/2002,12:15:47",picked up,in transit,62
712,"12/18/2004,8:32:35",picked up,in transit,157
713,"2/3/2011,11:15:41",picked up,in transit,176
714,"12/25/2004,13:23:25",picked up,in transit,4
715,"8/5/2018,15:46:22",picked up,in transit,1
716,"6/10/2018,15:15:45",picked up,in transit,118
717,"7/24/2016,15:47:16",picked up,in transit,127
718,"1/18/2009,10:45:29",picked up,in transit,141
719,"11/26/2003,16:51:39",picked up,in transit,98
720,"11/30/2004,14:29:29",picked up,in transit,42
721,"9/28/2017,16:51:53",picked up,in transit,21
722,"10/8/2006,9:19:12",picked up,in transit,122
723,"7/23/2001,15:43:49",picked up,in transit,154
724,"6/2/2013,15:33:05",picked up,in transit,123
725,"7/21/2001,12:34:20",picked up,in transit,34
726,"1/4/2001,10:20:44",picked up,in transit,113
727,"4/1/2001,11:52:30",picked up,in transit,125
728,"12/13/2014,14:01:11",picked up,in transit,21
729,"9/8/2013,12:52:53",picked up,in transit,145
730,"5/30/2002,14:20:36",picked up,in transit,102
731,"12/14/2013,10:37:18",picked up,in transit,177
732,"1/1/2003,8:32:38",picked up,in transit,183
733,"9/26/2008,13:11:55",picked up,in transit,21
734,"3/18/2008,16:06:17",picked up,in transit,165
735,"10/1/2013,8:33:00",picked up,in transit,7
736,"5/15/2007,13:56:42",picked up,in transit,106
737,"1/28/2016,10:01:23",picked up,in transit,6
738,"7/8/2014,14:00:02",picked up,in transit,134
739,"12/13/2016,12:34:35",picked up,in transit,184
740,"2/19/2009,9:14:47",picked up,in transit,185
741,"12/26/2009,9:31:26",picked up,in transit,77
742,"4/13/2008,9:33:56",picked up,in transit,52
743,"9/4/2002,8:02:16",picked up,in transit,96
744,"11/22/2003,10:08:28",picked up,in transit,36
745,"9/21/2006,10:41:46",picked up,in transit,95
746,"4/4/2017,8:06:25",picked up,in transit,89
747,"6/25/2012,15:33:18",picked up,in transit,91
748,"12/14/2002,9:48:04",picked up,in transit,122
749,"3/3/2001,9:21:07",picked up,in transit,102
750,"10/5/2002,16:54:12",picked up,in transit,48
751,"1/3/2005,13:46:13",picked up,in transit,8
752,"1/4/2010,14:26:10",picked up,in transit,144
753,"2/27/2010,16:30:25",picked up,in transit,141
754,"6/21/2007,14:38:52",picked up,in transit,30
755,"10/10/2006,11:34:18",picked up,in transit,166
756,"1/8/2015,14:02:04",picked up,in transit,46
757,"11/9/2012,10:33:39",picked up,in transit,19
758,"8/3/2016,10:21:51",picked up,in transit,79
759,"11/6/2004,12:30:44",picked up,in transit,95
760,"7/4/2011,12:48:15",picked up,in transit,145
761,"1/22/2007,15:02:56",picked up,in transit,46
762,"3/3/2002,13:16:26",picked up,in transit,125
763,"5/7/2007,10:13:20",picked up,in transit,23
764,"10/13/2002,16:29:04",picked up,in transit,133
765,"5/29/2007,9:18:38",picked up,in transit,57
766,"5/25/2018,12:57:27",picked up,in transit,164
767,"5/4/2001,12:19:47",picked up,in transit,185
768,"3/19/2001,9:16:23",picked up,in transit,149
769,"2/8/2013,13:14:46",picked up,in transit,32
770,"3/20/2009,12:42:05",picked up,in transit,57
771,"9/1/2006,13:16:16",picked up,in transit,148
772,"2/1/2004,9:38:53",picked up,in transit,92
773,"9/3/2002,12:10:37",picked up,in transit,131
774,"6/7/2008,13:51:41",picked up,in transit,16
775,"11/12/2007,12:23:35",picked up,in transit,85
776,"3/11/2004,13:49:44",picked up,in transit,54
777,"10/27/2007,12:27:44",picked up,in transit,164
778,"4/25/2015,11:24:30",picked up,in transit,80
779,"2/18/2002,14:39:00",picked up,in transit,170
780,"12/12/2008,16:49:40",picked up,in transit,191
781,"9/16/2003,9:57:37",picked up,in transit,88
782,"6/20/2011,12:53:30",picked up,in transit,79
783,"11/30/2011,14:33:17",picked up,in transit,60
784,"9/19/2006,9:34:22",picked up,in transit,85
785,"8/4/2014,13:15:49",picked up,in transit,131
786,"6/19/2003,14:42:06",picked up,in transit,138
787,"7/22/2017,14:34:55",picked up,in transit,14
788,"10/24/2001,12:47:09",picked up,in transit,116
789,"10/10/2008,14:50:03",picked up,in transit,80
790,"11/4/2002,9:43:30",picked up,in transit,74
791,"2/19/2011,14:27:19",picked up,in transit,173
792,"8/27/2002,10:57:02",picked up,in transit,100
793,"5/1/2009,9:22:27",picked up,in transit,57
794,"4/6/2015,12:22:45",picked up,in transit,24
795,"2/28/2001,8:51:59",picked up,in transit,17
796,"5/4/2009,9:40:24",picked up,in transit,143
797,"2/17/2003,12:28:30",picked up,in transit,83
798,"1/5/2006,15:20:11",picked up,in transit,7
799,"11/6/2010,12:52:43",picked up,in transit,165
800,"5/7/2008,11:26:02",picked up,in transit,87
801,"2/24/2001,14:26:02",picked up,in transit,65
802,"10/27/2010,11:53:58",picked up,in transit,169
803,"12/31/2013,10:24:27",picked up,in transit,171
804,"8/8/2014,14:34:42",picked up,in transit,114
805,"7/27/2014,9:55:03",picked up,in transit,143
806,"7/7/2005,9:14:07",picked up,in transit,186
807,"6/17/2001,10:12:25",picked up,in transit,132
808,"10/27/2003,15:28:30",picked up,in transit,25
809,"3/26/2015,15:08:05",picked up,in transit,73
810,"3/15/2003,14:22:47",picked up,in transit,143
811,"4/10/2012,9:44:51",picked up,in transit,33
812,"4/23/2012,10:43:10",picked up,in transit,128
813,"7/12/2003,9:15:50",picked up,in transit,91
814,"2/24/2017,9:36:38",picked up,in transit,83
815,"2/19/2010,16:13:47",picked up,in transit,68
816,"1/6/2012,8:28:18",picked up,in transit,161
817,"4/14/2010,15:32:18",picked up,in transit,91
818,"4/16/2012,11:14:32",picked up,in transit,127
819,"3/15/2017,13:44:39",picked up,in transit,24
820,"10/5/2013,10:56:42",picked up,in transit,192
821,"4/24/2007,8:14:26",picked up,in transit,172
822,"12/27/2004,16:19:45",picked up,in transit,175
823,"8/26/2015,15:27:25",picked up,in transit,68
824,"2/23/2014,13:55:54",picked up,in transit,66
825,"7/9/2010,9:22:00",picked up,in transit,61
826,"5/13/2002,12:36:39",picked up,in transit,113
827,"4/29/2008,8:44:57",picked up,in transit,64
828,"12/27/2003,9:38:39",picked up,in transit,188
829,"1/4/2013,13:17:39",picked up,in transit,102
830,"9/9/2006,14:16:50",picked up,in transit,184
831,"4/1/2012,9:51:43",picked up,in transit,4
832,"7/5/2008,15:52:35",picked up,in transit,29
833,"7/6/2007,14:42:05",picked up,in transit,88
834,"2/4/2009,9:21:16",picked up,in transit,79
835,"5/3/2015,15:30:14",picked up,in transit,193
836,"3/20/2014,15:38:49",picked up,in transit,90
837,"4/29/2010,11:21:39",picked up,in transit,178
838,"1/3/2008,15:18:28",picked up,in transit,146
839,"6/8/2006,12:43:46",picked up,in transit,49
840,"11/15/2005,10:06:46",picked up,in transit,114
841,"9/26/2016,10:08:49",picked up,in transit,154
842,"5/24/2008,10:25:09",picked up,in transit,140
843,"7/27/2006,11:17:43",picked up,in transit,52
844,"8/14/2005,8:36:37",picked up,in transit,188
845,"9/22/2013,16:42:21",picked up,in transit,177
846,"5/29/2006,14:57:55",picked up,in transit,50
847,"6/4/2001,9:45:18",picked up,in transit,17
848,"1/2/2008,16:55:15",picked up,in transit,152
849,"12/10/2004,8:00:54",picked up,in transit,70
850,"2/19/2001,10:32:52",picked up,in transit,79
851,"12/1/2016,10:17:19",picked up,in transit,200
852,"5/2/2009,11:40:14",picked up,in transit,2
853,"9/14/2008,11:18:29",picked up,in transit,35
854,"2/27/2006,12:02:24",picked up,in transit,195
855,"2/11/2008,16:53:38",picked up,in transit,7
856,"12/7/2002,9:56:33",picked up,in transit,37
857,"9/12/2006,14:18:33",picked up,in transit,12
858,"5/9/2016,10:30:53",picked up,in transit,120
859,"3/18/2012,12:28:26",picked up,in transit,14
860,"9/12/2012,11:23:50",picked up,in transit,175
861,"2/11/2015,13:33:02",picked up,in transit,149
862,"1/17/2011,9:10:30",picked up,in transit,91
863,"7/30/2013,9:50:07",picked up,in transit,62
864,"4/16/2005,8:21:39",picked up,in transit,195
865,"9/13/2018,8:42:06",picked up,in transit,117
866,"8/28/2012,10:51:20",picked up,in transit,187
867,"1/17/2014,13:09:47",picked up,in transit,41
868,"4/27/2014,9:20:17",picked up,in transit,121
869,"9/19/2010,12:59:46",picked up,in transit,1
870,"10/6/2002,13:37:04",picked up,in transit,75
871,"2/19/2003,16:34:58",picked up,in transit,115
872,"10/28/2015,9:06:59",picked up,in transit,85
873,"12/28/2003,12:21:13",picked up,in transit,79
874,"12/10/2002,10:47:50",picked up,in transit,83
875,"7/5/2016,10:40:23",picked up,in transit,47
876,"8/3/2010,12:48:25",picked up,in transit,38
877,"10/7/2007,14:14:39",picked up,in transit,100
878,"12/29/2001,13:49:08",picked up,in transit,200
879,"4/28/2003,15:16:15",picked up,in transit,92
880,"1/12/2008,9:44:30",picked up,in transit,152
881,"1/26/2006,9:22:17",picked up,in transit,79
882,"4/3/2018,11:25:46",picked up,in transit,191
883,"10/23/2007,13:16:45",picked up,in transit,19
884,"1/9/2004,10:18:22",picked up,in transit,151
885,"6/18/2012,10:04:40",picked up,in transit,37
886,"8/16/2015,9:01:38",picked up,in transit,90
887,"12/30/2015,9:55:26",picked up,in transit,135
888,"1/18/2013,12:15:07",picked up,in transit,11
889,"12/21/2017,11:44:37",picked up,in transit,58
890,"6/22/2014,16:01:14",picked up,in transit,89
891,"12/16/2011,9:46:52",picked up,in transit,174
892,"1/30/2002,12:23:44",picked up,in transit,49
893,"2/14/2007,14:21:45",picked up,in transit,159
894,"11/1/2007,15:38:17",picked up,in transit,57
895,"2/20/2004,8:32:34",picked up,in transit,139
896,"1/10/2007,14:19:14",picked up,in transit,27
897,"5/29/2012,16:31:41",picked up,in transit,56
898,"1/25/2009,9:36:32",picked up,in transit,92
899,"1/11/2001,14:23:05",picked up,in transit,188
900,"4/23/2007,14:36:06",picked up,in transit,153
901,"3/10/2015,14:23:36",picked up,in transit,94
902,"6/13/2006,10:58:05",picked up,in transit,56
903,"8/31/2018,14:01:20",picked up,in transit,195
904,"3/6/2008,14:40:57",picked up,in transit,140
905,"7/15/2012,12:42:54",picked up,in transit,66
906,"11/18/2015,9:23:13",picked up,in transit,131
907,"12/17/2006,10:56:59",picked up,in transit,186
908,"10/11/2010,12:15:35",picked up,in transit,96
909,"12/10/2007,15:08:48",picked up,in transit,147
910,"5/7/2015,15:19:51",picked up,in transit,94
911,"11/13/2013,16:20:37",picked up,in transit,151
912,"5/15/2015,12:32:23",picked up,in transit,118
913,"12/28/2000,12:55:28",picked up,in transit,129
914,"2/2/2017,8:00:24",picked up,in transit,189
915,"12/8/2008,14:13:02",picked up,in transit,186
916,"7/5/2018,15:20:08",picked up,in transit,119
917,"10/5/2001,15:40:59",picked up,in transit,31
918,"6/8/2010,9:23:21",picked up,in transit,177
919,"6/23/2016,9:02:09",picked up,in transit,133
920,"3/23/2003,16:46:09",picked up,in transit,120
921,"7/5/2015,11:30:11",picked up,in transit,22
922,"8/12/2006,15:45:43",picked up,in transit,39
923,"9/11/2014,12:51:22",picked up,in transit,165
924,"4/14/2001,14:09:27",picked up,in transit,179
925,"8/16/2013,15:49:28",picked up,in transit,44
926,"5/12/2015,14:31:26",picked up,in transit,171
927,"3/3/2015,15:10:12",picked up,in transit,94
928,"2/11/2007,13:35:07",picked up,in transit,16
929,"9/22/2014,13:01:55",picked up,in transit,191
930,"1/16/2010,9:25:54",picked up,in transit,172
931,"9/11/2018,9:04:58",picked up,in transit,134
932,"7/6/2005,12:45:42",picked up,in transit,160
933,"8/8/2004,9:36:01",picked up,in transit,168
934,"9/12/2012,10:08:25",picked up,in transit,64
935,"3/28/2016,8:26:31",picked up,in transit,162
936,"3/18/2010,9:06:41",picked up,in transit,187
937,"3/11/2014,12:02:10",picked up,in transit,86
938,"7/23/2014,13:37:56",picked up,in transit,11
939,"4/29/2010,11:10:31",picked up,in transit,18
940,"2/3/2010,11:41:05",picked up,in transit,53
941,"3/8/2001,10:41:46",picked up,in transit,194
942,"10/9/2013,9:12:42",picked up,in transit,34
943,"4/20/2009,9:16:33",picked up,in transit,68
944,"4/2/2003,12:18:00",picked up,in transit,106
945,"3/24/2014,12:21:19",picked up,in transit,159
946,"2/9/2016,8:18:08",picked up,in transit,154
947,"12/18/2005,15:34:59",picked up,in transit,173
948,"7/21/2002,11:45:55",picked up,in transit,169
949,"9/20/2018,11:53:51",picked up,in transit,192
950,"4/8/2005,10:10:05",picked up,in transit,195
951,"10/6/2016,8:51:40",picked up,in transit,56
952,"1/9/2013,14:56:07",picked up,in transit,1
953,"5/28/2006,10:22:06",picked up,in transit,101
954,"5/11/2006,11:04:23",picked up,in transit,68
955,"5/26/2008,9:09:17",picked up,in transit,52
956,"7/27/2005,13:59:48",picked up,in transit,176
957,"1/25/2014,8:35:02",picked up,in transit,152
958,"5/13/2015,8:21:27",picked up,in transit,94
959,"10/20/2018,13:30:59",picked up,in transit,5
960,"7/30/2001,11:57:35",picked up,in transit,50
961,"2/11/2007,13:07:54",picked up,in transit,116
962,"10/12/2001,9:37:21",picked up,in transit,88
963,"5/12/2010,16:00:15",picked up,in transit,124
964,"12/27/2007,16:14:45",picked up,in transit,60
965,"1/19/2009,9:17:29",picked up,in transit,80
966,"2/6/2011,9:40:24",picked up,in transit,200
967,"5/10/2004,8:19:51",picked up,in transit,161
968,"3/29/2016,11:28:32",picked up,in transit,4
969,"10/24/2001,10:33:32",picked up,in transit,31
970,"2/8/2018,11:12:56",picked up,in transit,38
971,"4/8/2004,8:09:58",picked up,in transit,162
972,"10/5/2007,10:23:46",picked up,in transit,122
973,"3/2/2003,16:44:45",picked up,in transit,126
974,"10/5/2015,16:07:40",picked up,in transit,17
975,"6/10/2008,10:39:20",picked up,in transit,30
976,"11/22/2018,9:55:52",picked up,in transit,71
977,"10/22/2011,8:18:37",picked up,in transit,140
978,"12/12/2005,10:48:17",picked up,in transit,61
979,"6/24/2014,14:58:52",picked up,in transit,132
980,"5/22/2017,14:56:53",picked up,in transit,166
981,"9/12/2005,9:27:54",picked up,in transit,89
982,"10/29/2010,15:08:25",picked up,in transit,1
983,"8/14/2006,12:59:20",picked up,in transit,78
984,"10/17/2003,15:42:53",picked up,in transit,157
985,"9/11/2003,12:33:56",picked up,in transit,168
986,"9/17/2013,9:50:43",picked up,in transit,37
987,"10/25/2001,11:34:29",picked up,in transit,145
988,"1/10/2002,16:18:36",picked up,in transit,136
989,"4/7/2001,10:09:44",picked up,in transit,33
990,"7/20/2011,15:03:01",picked up,in transit,145
991,"12/11/2002,10:13:54",picked up,in transit,159
992,"6/20/2006,13:50:50",picked up,in transit,96
993,"2/23/2007,8:40:08",picked up,in transit,48
994,"12/28/2007,15:38:37",picked up,in transit,85
995,"7/20/2013,8:15:42",picked up,in transit,73
996,"12/25/2003,9:14:56",picked up,in transit,60
997,"11/25/2005,8:57:57",picked up,in transit,91
998,"8/5/2012,12:57:09",picked up,in transit,154
999,"7/10/2007,9:48:12",picked up,in transit,133
1000,"7/24/2010,8:30:39",picked up,in transit,164
